,CNOT Error,CNOT Duration
0,0.0110436107342205,298.66666666666663
1,0.008594613226126868,334.22222222222223
2,0.0110436107342205,440.88888888888886
3,0.010718967674408608,448.0
4,0.008594613226126868,320.0
5,0.01264937539266589,462.2222222222222
6,0.010718967674408608,497.77777777777777
7,0.014936221659554355,476.4444444444444
8,0.009292427554525945,440.88888888888886
9,0.014936221659554355,455.1111111111111
10,0.01264937539266589,497.77777777777777
11,0.0107525468767172,533.3333333333333
12,0.007541855763374183,497.77777777777777
13,0.007541855763374183,561.7777777777777
14,0.009292427554525945,533.3333333333333
15,0.009864357754544972,462.2222222222222
16,0.0107525468767172,341.3333333333333
17,0.0057938081938141706,554.6666666666666
18,0.009864357754544972,433.77777777777777
19,0.003801871346384017,305.77777777777777
20,0.0057938081938141706,462.2222222222222
21,0.005694068187889617,462.2222222222222
22,0.008448136944324725,426.66666666666663
23,0.005694068187889617,426.66666666666663
24,0.008634126628216637,398.2222222222222
25,0.003801871346384017,391.1111111111111
26,0.008448136944324725,504.88888888888886
27,0.009163778949760337,469.3333333333333
28,0.010121505659147989,398.2222222222222
29,0.010121505659147989,490.66666666666663
30,0.008634126628216637,455.1111111111111
31,0.009766596665577942,426.66666666666663
32,0.017725704705381345,426.66666666666663
33,0.007607717519743901,419.55555555555554
34,0.009163778949760337,362.66666666666663
35,0.017725704705381345,526.2222222222222
36,0.004637150967236658,426.66666666666663
37,0.009766596665577942,391.1111111111111
38,0.007035319725409855,398.2222222222222
39,0.007607717519743901,355.55555555555554
40,0.004637150967236658,391.1111111111111
41,0.004812459642971695,625.7777777777777
42,0.004812459642971695,462.2222222222222
43,0.006969373308576582,497.77777777777777
44,0.007035319725409855,259.55555555555554
45,0.006969373308576582,391.1111111111111
46,0.007833964710408564,284.44444444444446
47,0.005114355035561041,341.3333333333333
48,0.009104565324364655,348.4444444444444
49,0.007833964710408564,270.22222222222223
50,0.005114355035561041,256.0
51,0.007945806951883544,320.0
52,0.006798757297133168,362.66666666666663
53,0.007945806951883544,384.0
54,0.007658124615461642,362.66666666666663
55,0.009104565324364655,398.2222222222222
56,0.004280042242359311,327.1111111111111
57,0.006798757297133168,270.22222222222223
58,0.0055623495847602344,398.2222222222222
59,0.0055623495847602344,362.66666666666663
60,0.007658124615461642,398.2222222222222
61,0.005597443596600804,398.2222222222222
62,0.004628691278723063,288.0
63,0.01122420348340214,199.1111111111111
64,0.004280042242359311,376.88888888888886
65,0.01122420348340214,362.66666666666663
66,0.008069674704676205,469.3333333333333
67,0.005597443596600804,216.88888888888889
68,0.009961837421475356,284.44444444444446
69,0.004628691278723063,376.88888888888886
70,0.008663321466177348,213.33333333333331
71,0.008069674704676205,384.0
72,0.005546207330821756,412.4444444444444
73,0.009092199180398608,412.4444444444444
74,0.005546207330821756,504.88888888888886
75,0.017645255801217702,320.0
76,0.009961837421475356,419.55555555555554
77,0.009092199180398608,405.3333333333333
78,0.008663321466177348,433.77777777777777
79,0.017645255801217702,398.2222222222222
80,0.010150518576956036,398.2222222222222
81,0.007609253022725082,284.44444444444446
82,0.010150518576956036,398.2222222222222
83,0.00971566484277736,334.22222222222223
84,0.012119282479183924,369.77777777777777
85,0.012119282479183924,369.77777777777777
86,0.013810520679525151,483.55555555555554
87,0.007609253022725082,362.66666666666663
88,0.006709730561986038,469.3333333333333
89,0.00971566484277736,433.77777777777777
90,0.013810520679525151,519.1111111111111
91,0.008523098818605829,334.22222222222223
92,0.008523098818605829,369.77777777777777
93,0.01571667437926419,384.0
94,0.01380841431475241,376.88888888888886
95,0.006709730561986038,433.77777777777777
96,0.01571667437926419,419.55555555555554
97,0.01380841431475241,412.4444444444444
98,0.009631455646735176,660.0
99,0.010543036205312523,660.0
100,0.007483281769905675,660.0
101,0.004171832733762343,660.0
102,0.004551537806263217,660.0
103,0.00392197107938172,660.0
104,0.005455096941698684,660.0
105,0.004865454887066634,660.0
106,0.0063079620448792395,660.0
107,0.007772183815906553,660.0
108,0.01211173025111767,660.0
109,0.00897990233716603,660.0
110,0.009445551577515282,660.0
111,0.003246259264848117,660.0
112,0.012889536563372411,660.0
113,0.0075076513141321966,660.0
114,0.006862504187217844,660.0
115,0.004655768878225303,660.0
116,0.004943128656648338,660.0
