,T1,T2
0,87.84083269556609,85.51385053715387
1,183.78252974027316,277.98951722305804
2,1.089777534318472,44.90352763725288
3,143.284754004479,159.9873891404851
4,125.27753493368115,132.50320774833563
5,96.03766775031814,28.93473278405034
6,97.72131277104089,100.94127568490488
7,140.3197785647939,43.146570007163454
8,208.553882127323,65.00859262337528
9,107.09869872674064,158.33935583189404
10,64.6244635248275,40.74044798578471
11,171.21837483185655,39.633713456738406
12,174.52199800522942,176.2783420615797
13,166.55144544168016,139.55894982524455
14,197.52938750311063,204.7952123256765
15,205.7913979208235,192.80500393384557
16,58.91989122248241,70.42611696871995
17,141.17827983842628,36.39503452599299
18,136.2971247980685,123.1836764520726
19,84.59780898712351,26.730586583780845
20,168.1161923209774,20.3158774144977
21,126.79047362227548,21.559732521375288
22,180.1690366387836,40.699221311616206
23,88.1162194183685,59.97099677666997
24,172.1854127850813,94.101082832149
25,187.3554963097629,145.01104700657265
26,112.18893323967674,143.96282190431418
27,180.4574598427451,196.5861273946356
28,158.72913369817573,94.96264172981851
29,77.58302584293705,224.1510345900456
30,166.6609669524155,45.37436741823161
31,139.8985820859813,223.86984258236487
32,99.77951133454482,106.04179813750892
33,157.04962191795497,185.08342989561
34,163.58787989182397,264.2359807355878
35,141.65947438726818,261.3167140769111
36,151.03305838166293,79.69315583524063
37,149.52408146127456,301.553539086852
38,147.8917797995705,28.47443716071704
39,97.78559986085403,52.0393999538146
40,107.46225485521818,159.38171358456432
41,79.32521375241836,73.49918293107832
42,190.38160002680715,132.21550074275322
43,232.4518050766549,65.51788850930745
44,145.1610244712798,55.15865074002915
45,209.7206618846426,44.66090938228314
46,147.03768920447126,36.13323918378671
47,128.32044601841784,82.76045909808003
48,118.84344524217047,129.81593170459726
49,126.73419027843912,93.99202403274548
50,114.14360357831816,49.06323917863213
51,212.11032074747496,52.41165085956749
52,208.2553122296717,73.81965783418423
53,153.23331685276284,49.94136901606932
54,271.0508861455982,82.37772535790005
55,269.24214869568925,237.82900681634197
56,331.36940293452705,35.5641881270068
57,351.0714062659658,248.1558887011824
58,293.65400026969155,225.3739841190902
59,372.749678419801,324.3205016818248
60,325.4713771142753,159.31409482676466
61,343.1078809922548,386.1746731883721
62,376.9741434646434,222.386956380895
63,295.6250059619902,155.30169905605345
64,375.8312441512292,276.1790252848584
65,292.0201061146792,231.399492761108
66,394.9552211099468,188.33627967567185
67,292.5090113525033,100.96192352930396
68,304.15915050709765,114.86052080671344
69,399.6339813491371,53.80467882284723
70,291.4063230144788,16.912419983526586
71,409.171383814555,133.10888155201542
72,234.43839112373632,90.98988503885992
73,250.3627704758393,76.1824376248716
74,395.6316930539596,73.6643878408786
75,230.57358731729136,23.15430972784634
76,177.19326075463115,239.9261408884916
77,290.960500452806,117.67996406000796
78,169.56615268357615,99.98694206520128
79,185.51640578752784,97.25608371410792
80,264.25145993593327,128.6250795589795
81,138.2658288663734,237.08273726507625
82,196.44646377868807,78.305537714215
83,432.3452831362177,374.6363645651804
84,421.5334178571336,71.64327818366468
85,360.9565607144876,52.45060777282879
86,274.6460896716793,236.9651851637348
87,230.5114668018936,114.98110453937528
88,258.31503688109603,73.0173707967062
89,201.20863706419465,142.04980058443266
90,282.96417454110195,310.6687474624161
91,206.42986230774676,58.372990746929936
92,151.44587760597778,109.04069725394535
93,354.0437494351003,114.15008285178976
94,276.45049813746266,20.209818411008783
95,308.15906200535846,243.64941192231493
96,241.98427202905395,121.3124029712558
97,250.5444957301702,174.86443735620932
98,284.442730520106,20.100265693523674
99,340.59302937806046,27.63174386177516
100,45.59633713143483,176.10881221926022
101,179.18670617055946,195.7759823242631
102,339.2068011957815,85.71371378837596
103,298.661236775734,50.75423050254814
104,278.61128073867616,44.78324343635221
105,269.0910145526298,238.6488902534092
106,342.7587034601415,146.57619660481163
107,156.1238714154622,287.4791232528568
108,334.6261385189771,156.86243971104892
109,313.6575627226979,136.1886112013729
110,312.00339263175755,149.85079366036132
111,305.7560632219974,190.1572724402709
112,206.869976227982,84.80862334336472
113,183.4599579421497,63.83468422791037
114,163.01875499161767,98.23795098174718
115,179.69392780621934,155.13410653988458
116,220.05591012862465,150.9359152475123
117,274.00193289230333,216.0691214150732
118,246.36262246095677,177.0194125095055
119,220.59943594787092,131.32969617775416
120,175.82807445089472,140.16565349526024
121,248.54109461141712,130.1950165298539
122,292.2205138427941,36.16686012266568
123,206.5216822716493,131.19350400667457
124,344.27224048381913,209.10105957937915
125,245.38105493596504,282.0969765690981
126,161.38853587154026,115.4778098006458
127,128.1088904428411,222.9062759937077
128,262.50466754729,95.67251502631945
129,274.34488044048084,65.36146620891233
130,281.7824885472036,141.778616836942
131,341.2678535478074,113.1924748585932
132,110.36416404691028,136.06157931960814
133,253.92951156471,62.11175925778638
134,184.6107181311284,204.1640110893172
135,172.7981544532671,210.98729664780024
136,209.60202643790976,172.8949653441404
137,295.2771021999543,83.81066681526765
138,255.64057366322103,106.19640748012216
139,339.3789798037886,176.17074858070663
140,209.15702538985843,131.9059793565041
141,261.2160190629972,152.1715862891672
142,159.68935877494835,119.48668785145868
143,66.12469166562535,167.95013038409735
144,227.83776442712727,67.08724869034486
145,181.185608496423,305.6423484858803
146,164.998663359745,101.6983284709332
147,185.8986124732316,69.95395810963147
148,155.1364293994222,163.2612950007792
149,224.59089783719605,129.57752615024674
150,280.894796238403,88.41096182335677
151,258.83614407914484,96.5196180697437
152,143.36152301063711,36.68980331460587
153,251.149999146683,266.794711190654
154,210.02974743937293,182.2832954099567
155,158.91269285604469,82.93160790321912
156,162.37649022699063,149.82195561844762
157,169.51206813936818,80.54484871022159
158,195.34690790631487,240.6320745558495
159,204.3602783817713,74.93349127086316
160,265.2520977803185,167.32823873297227
161,166.59160329053486,81.66103071598583
162,147.9968671702277,206.50838996758995
163,287.2146726778745,273.31583417127587
164,306.0663156731932,335.55522102131914
165,199.6534601728094,220.885306479025
166,239.8238672264823,55.10635452722734
167,217.99845770642065,141.5266854057904
168,254.3621792432162,92.43409570686848
169,37.21684790206737,57.835219667456975
170,223.8100083557525,240.7926709884218
171,226.1059607595785,202.79714216802412
172,202.38871067307835,245.55473174492383
173,236.48947698666944,159.80947738355266
174,243.26975439934668,171.91522520261933
175,151.85134778083255,158.62781195250338
176,202.3388314505961,184.2692051414944
177,204.2359625272068,76.3058651900158
178,202.73755481584024,176.70944489897386
179,173.2340126971016,150.51040166135212
180,175.05867456490688,165.10857569188855
181,214.12129658578675,519.9537568499912
