,Readout Error,Readout Duration
0,0.0070999999999999,640.0
1,0.0097,640.0
2,0.0149,640.0
3,0.0077,640.0
4,0.0201,640.0
5,0.0571999999999999,640.0
6,0.0199,640.0
7,0.0232999999999999,640.0
8,0.0332,640.0
9,0.0222999999999999,640.0
10,0.0458,640.0
11,0.1265,640.0
12,0.0073,640.0
13,0.0097,640.0
14,0.0772999999999999,640.0
15,0.0068,640.0
16,0.0143999999999999,640.0
17,0.0041999999999999,640.0
18,0.0118,640.0
19,0.0403999999999999,640.0
20,0.0172999999999999,640.0
21,0.006,640.0
22,0.0406999999999999,640.0
23,0.0064999999999999,640.0
24,0.0089,640.0
25,0.0055,640.0
26,0.0423999999999999,640.0
27,0.0112999999999999,856.8888888888888
28,0.006,856.8888888888888
29,0.006,856.8888888888888
30,0.0142999999999999,856.8888888888888
31,0.0048999999999999,856.8888888888888
32,0.0077,856.8888888888888
33,0.0064999999999999,856.8888888888888
34,0.0099,856.8888888888888
35,0.0065999999999999,856.8888888888888
36,0.0096,856.8888888888888
37,0.0147999999999999,856.8888888888888
38,0.0082999999999999,856.8888888888888
39,0.0093,856.8888888888888
40,0.0096,856.8888888888888
41,0.0873999999999999,856.8888888888888
42,0.015,856.8888888888888
43,0.2376,856.8888888888888
44,0.0078,856.8888888888888
45,0.0151,856.8888888888888
46,0.2220999999999999,856.8888888888888
47,0.0350999999999999,856.8888888888888
48,0.0203999999999999,856.8888888888888
49,0.0097,856.8888888888888
50,0.0095,856.8888888888888
51,0.0068,856.8888888888888
52,0.0146999999999999,856.8888888888888
53,0.0683,856.8888888888888
54,0.032,4000.0
55,0.0178,4000.0
56,0.0138,4000.0
57,0.021,4000.0
58,0.0161,4000.0
59,0.0085999999999999,4000.0
60,0.0141999999999999,4000.0
61,0.0165999999999999,4000.0
62,0.0155,4000.0
63,0.0061999999999999,4000.0
64,0.0153,4000.0
65,0.0185999999999999,4000.0
66,0.0085999999999999,4000.0
67,0.0203999999999999,4000.0
68,0.0171999999999999,4000.0
69,0.0084999999999999,4000.0
70,0.0155999999999999,4000.0
71,0.0197,4000.0
72,0.0123999999999999,4000.0
73,0.0422,4000.0
74,0.0143999999999999,4000.0
75,0.0088999999999999,4000.0
76,0.0139,4000.0
77,0.0141999999999999,4000.0
78,0.0865,4000.0
79,0.0823,4000.0
80,0.0107999999999999,4000.0
81,0.0522,4000.0
82,0.0207999999999999,4000.0
83,0.0397,4000.0
84,0.0066,4000.0
85,0.0050999999999999,4000.0
86,0.0078,4000.0
87,0.0114,4000.0
88,0.0381,4000.0
89,0.0148,4000.0
90,0.0242,4000.0
91,0.0080999999999999,4000.0
92,0.0146999999999999,4000.0
93,0.0528999999999999,4000.0
94,0.0126999999999999,4000.0
95,0.0067999999999999,4000.0
96,0.0091999999999999,4000.0
97,0.0218,4000.0
98,0.0195999999999999,4000.0
99,0.0527999999999999,4000.0
100,0.0171999999999999,4000.0
101,0.0059,4000.0
102,0.0151999999999999,4000.0
103,0.0111999999999999,4000.0
104,0.0162999999999999,4000.0
105,0.0127,4000.0
106,0.0079,4000.0
107,0.0117,4000.0
108,0.0171,4000.0
109,0.0103999999999999,4000.0
110,0.015,4000.0
111,0.0194999999999999,4000.0
112,0.0084999999999999,4000.0
113,0.0161,4000.0
114,0.0369999999999999,4000.0
115,0.0548999999999999,4000.0
116,0.0124999999999999,4000.0
117,0.011,4000.0
118,0.0066999999999999,4000.0
119,0.0151999999999999,4000.0
120,0.0105999999999999,4000.0
121,0.058,4000.0
122,0.0402,4000.0
123,0.0107,4000.0
124,0.0748999999999999,4000.0
125,0.0159,4000.0
126,0.0107,4000.0
127,0.0086999999999999,4000.0
128,0.0098,4000.0
129,0.0090999999999999,4000.0
130,0.0221,4000.0
131,0.0585999999999999,4000.0
132,0.1152999999999999,4000.0
133,0.0106999999999999,4000.0
134,0.0213,4000.0
135,0.0181,4000.0
136,0.0114,4000.0
137,0.0110999999999999,4000.0
138,0.0129,4000.0
139,0.0125999999999999,4000.0
140,0.0525999999999999,4000.0
141,0.0221999999999999,4000.0
142,0.0075,4000.0
143,0.0086999999999999,4000.0
144,0.0099,4000.0
145,0.0307999999999999,4000.0
146,0.0072999999999999,4000.0
147,0.0272999999999999,4000.0
148,0.0108,4000.0
149,0.0100999999999999,4000.0
150,0.0448999999999999,4000.0
151,0.009,4000.0
152,0.0135,4000.0
153,0.0082999999999999,4000.0
154,0.0136,4000.0
155,0.0333999999999999,4000.0
156,0.0315,4000.0
157,0.0122999999999999,4000.0
158,0.0145999999999999,4000.0
159,0.0062999999999999,4000.0
160,0.0194999999999999,4000.0
161,0.0248999999999999,4000.0
162,0.0077,4000.0
163,0.0175,4000.0
164,0.0114,4000.0
165,0.0131,4000.0
166,0.008,4000.0
167,0.0086999999999999,4000.0
168,0.0485999999999999,4000.0
169,0.0115,4000.0
170,0.0214999999999999,4000.0
171,0.0138,4000.0
172,0.0059,4000.0
173,0.1011999999999999,4000.0
174,0.0321,4000.0
175,0.0253999999999999,4000.0
176,0.0151,4000.0
177,0.0242999999999999,4000.0
178,0.0080999999999999,4000.0
179,0.0089,4000.0
180,0.0083999999999999,4000.0
181,0.0017,1244.4444444444443
182,0.0049,1244.4444444444443
183,0.0077,1244.4444444444443
184,0.0112999999999999,1244.4444444444443
185,0.0110999999999999,1244.4444444444443
186,0.0050999999999999,1244.4444444444443
187,0.0035,1244.4444444444443
188,0.01,1244.4444444444443
189,0.0026999999999999,1244.4444444444443
190,0.0141999999999999,1244.4444444444443
191,0.0064999999999999,1244.4444444444443
192,0.0470999999999999,1244.4444444444443
193,0.011,1244.4444444444443
194,0.012,1244.4444444444443
195,0.0095,1244.4444444444443
196,0.0222999999999999,1244.4444444444443
197,0.0103999999999999,1244.4444444444443
198,0.0251,1244.4444444444443
199,0.0024999999999999,1244.4444444444443
200,0.0038,1244.4444444444443
201,0.023,1244.4444444444443
202,0.014,1244.4444444444443
203,0.0044999999999999,1244.4444444444443
204,0.0141,1244.4444444444443
205,0.0012999999999999,1244.4444444444443
206,0.0078,1244.4444444444443
207,0.0082999999999999,1244.4444444444443
208,0.0681,1244.4444444444443
209,0.013,1244.4444444444443
210,0.024,1244.4444444444443
211,0.0341,1244.4444444444443
212,0.0071999999999999,1244.4444444444443
213,0.0099,1244.4444444444443
214,0.003,1244.4444444444443
215,0.0039,1244.4444444444443
216,0.0107999999999999,1244.4444444444443
217,0.0089,1244.4444444444443
218,0.006,1244.4444444444443
219,0.1065,1244.4444444444443
220,0.0079,1244.4444444444443
221,0.0089,1244.4444444444443
222,0.0020999999999999,1244.4444444444443
223,0.0042999999999999,1244.4444444444443
224,0.0026999999999999,1244.4444444444443
225,0.0323999999999999,1244.4444444444443
226,0.0027999999999999,1244.4444444444443
227,0.0133,1244.4444444444443
228,0.0546999999999999,1244.4444444444443
229,0.0029,1244.4444444444443
230,0.0942,1244.4444444444443
231,0.0086,1244.4444444444443
232,0.016,1244.4444444444443
233,0.0165999999999999,1244.4444444444443
234,0.0050999999999999,1244.4444444444443
235,0.0081999999999999,1244.4444444444443
236,0.0472,1244.4444444444443
237,0.0053,1244.4444444444443
238,0.0057,1244.4444444444443
239,0.0089999999999998,1244.4444444444443
240,0.0021999999999999,1244.4444444444443
241,0.1757999999999999,1244.4444444444443
242,0.2501,1244.4444444444443
243,0.0198,1244.4444444444443
244,0.0042999999999999,1244.4444444444443
245,0.005,1244.4444444444443
246,0.002,1244.4444444444443
247,0.1256,1244.4444444444443
248,0.0748999999999999,1244.4444444444443
249,0.1099,1244.4444444444443
250,0.0263999999999999,1244.4444444444443
251,0.0051999999999999,1244.4444444444443
252,0.0162999999999999,1244.4444444444443
253,0.0017,1244.4444444444443
254,0.0047,1244.4444444444443
255,0.0239,1244.4444444444443
256,0.003,1244.4444444444443
257,0.0047999999999999,1244.4444444444443
258,0.0033,1244.4444444444443
259,0.0051999999999999,1244.4444444444443
260,0.1472,1244.4444444444443
261,0.3729,1244.4444444444443
262,0.0151,1244.4444444444443
263,0.0117,1244.4444444444443
264,0.0117,1244.4444444444443
265,0.0161999999999999,1244.4444444444443
266,0.0119,1244.4444444444443
267,0.0164999999999999,1244.4444444444443
268,0.0069,1244.4444444444443
269,0.0091999999999999,1244.4444444444443
270,0.0314999999999999,1244.4444444444443
271,0.0034,1244.4444444444443
272,0.0470999999999999,1244.4444444444443
273,0.0022999999999999,1244.4444444444443
274,0.0213999999999999,1244.4444444444443
275,0.0063999999999999,1244.4444444444443
276,0.0077,1244.4444444444443
277,0.0029,1244.4444444444443
278,0.0034,1244.4444444444443
279,0.0171,1244.4444444444443
280,0.0131,1244.4444444444443
281,0.0098,1244.4444444444443
282,0.0024999999999999,1244.4444444444443
283,0.0348999999999999,1244.4444444444443
284,0.0036,1244.4444444444443
285,0.0452999999999998,1244.4444444444443
286,0.0337,1244.4444444444443
287,0.1207,1244.4444444444443
288,0.0026999999999999,1244.4444444444443
289,0.0093999999999999,1244.4444444444443
290,0.0209,1244.4444444444443
291,0.0190999999999998,1244.4444444444443
292,0.0137,1244.4444444444443
293,0.0254,1244.4444444444443
294,0.0159,1244.4444444444443
295,0.0116,1244.4444444444443
